BEGIN_DATE,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,visibility,conditions,description,Sum_Crashes,Sum_Fatalities,text
9/29/2019,42.7,49.8,0.13,0,0,29.8,16.7,62.9,9.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1368,1368,Partly cloudy throughout the day with a chance of rain throughout the day.
9/30/2019,38.6,57.6,0,0,0,19.7,16.7,36,9.9,Partially cloudy,Partly cloudy throughout the day.,1369,1369,Partly cloudy throughout the day.
10/1/2019,38.5,57.4,0,0,0,,12.6,15.9,9.9,Clear,Clear conditions throughout the day.,1370,1370,Clear conditions throughout the day.
10/2/2019,44.5,57.4,0,0,0,19.7,15.5,35.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1371,1371,Partly cloudy throughout the day.
10/3/2019,39.6,67.5,0,0,0,20.8,15.9,11.4,9.9,Clear,Clear conditions throughout the day.,1372,1372,Clear conditions throughout the day.
10/4/2019,45.8,63.3,0,0,0,37.4,28.3,34.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1373,1373,Partly cloudy throughout the day.
10/5/2019,38.1,59.6,0,0,0,18.3,15.6,39.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1374,1374,Partly cloudy throughout the day.
10/6/2019,38,60.6,0,0,0,,10,3.9,9.9,Clear,Clear conditions throughout the day.,1375,1375,Clear conditions throughout the day.
10/7/2019,38.7,66.3,0,0,0,,11.1,7.1,9.9,Clear,Clear conditions throughout the day.,1376,1376,Clear conditions throughout the day.
10/8/2019,42.4,75.2,0,0,0,18.3,9.9,36.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1377,1377,Partly cloudy throughout the day.
10/9/2019,37.8,64.3,0,0,0,32,23.3,45.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1378,1378,Partly cloudy throughout the day.
10/10/2019,30,41.8,0,0,0,23.9,15.8,36.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1379,1379,Partly cloudy throughout the day.
10/11/2019,28.4,50.6,0,0,0,,11.3,12.1,9.9,Clear,Clear conditions throughout the day.,1380,1380,Clear conditions throughout the day.
10/12/2019,30,55.8,0,0,0,,8,0,9.9,Clear,Clear conditions throughout the day.,1381,1381,Clear conditions throughout the day.
10/13/2019,34.6,66.3,0,0,0,,11.2,24.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1382,1382,Partly cloudy throughout the day.
10/14/2019,36.6,67.5,0,0,0,,10.4,29.5,9.8,Partially cloudy,Partly cloudy throughout the day.,1383,1383,Partly cloudy throughout the day.
10/15/2019,39.9,70.6,0,0,0,21.9,11.1,19.4,9.9,Clear,Clear conditions throughout the day.,1384,1384,Clear conditions throughout the day.
10/16/2019,44.7,76.5,0,0,0,,13.6,33.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1385,1385,Partly cloudy throughout the day.
10/17/2019,43.7,72.8,0.16,0,0,34,24.9,64.2,9.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1386,1386,Partly cloudy throughout the day with late afternoon rain.
10/18/2019,40.4,55.6,0.02,0,0,19.7,12.3,42.5,9.9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,1387,1387,Clearing in the afternoon with early morning rain.
10/19/2019,35.8,53.8,0.26,0,0,33.3,17.3,58.5,9.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1388,1388,Partly cloudy throughout the day with rain.
10/20/2019,39.4,47.5,0.08,0,0,26.4,19.5,52.2,9.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1389,1389,Partly cloudy throughout the day with early morning rain.
10/21/2019,42.8,54.6,0,0,0,,19,35,9.9,Partially cloudy,Partly cloudy throughout the day.,1390,1390,Partly cloudy throughout the day.
10/22/2019,44,61.8,0,0,0,17.2,9,58,9.6,Partially cloudy,Partly cloudy throughout the day.,1391,1391,Partly cloudy throughout the day.
10/23/2019,42.7,57.3,0,0,0,26.3,18.2,42.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1392,1392,Partly cloudy throughout the day.
10/24/2019,33.8,51.8,0,0,0,,11.3,32.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1393,1393,Partly cloudy throughout the day.
10/25/2019,34.9,60.6,0,0,0,,8,0,9.9,Clear,Clear conditions throughout the day.,1394,1394,Clear conditions throughout the day.
10/26/2019,38.2,60.5,0,0,0,29.8,22.7,27,9.9,Partially cloudy,Partly cloudy throughout the day.,1395,1395,Partly cloudy throughout the day.
10/27/2019,31.7,41.7,0.03,0,0,27.7,16.5,78.4,8.2,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1396,1396,Partly cloudy throughout the day with afternoon rain.
10/28/2019,21.7,39.3,0,1.23,1.23,24.1,16.3,60.2,9.9,Partially cloudy,Becoming cloudy in the afternoon.,1397,1397,Becoming cloudy in the afternoon.
10/29/2019,19.3,33.8,0,0.74,1.97,26.4,17.9,32.9,8.7,Partially cloudy,Becoming cloudy in the afternoon.,1398,1398,Becoming cloudy in the afternoon.
10/30/2019,15.5,33,0,0,0.66,20.8,7.9,10.2,9.9,Clear,Clear conditions throughout the day.,1399,1399,Clear conditions throughout the day.
10/31/2019,20.7,43.7,0,0,0,,9.3,23.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1400,1400,Partly cloudy throughout the day.
11/1/2019,24.8,45.8,0,0,0,,10,6.6,9.9,Clear,Clear conditions throughout the day.,1401,1401,Clear conditions throughout the day.
11/2/2019,26.6,50.9,0,0,0,,9.5,5.1,9.9,Clear,Clear conditions throughout the day.,1402,1402,Clear conditions throughout the day.
11/3/2019,28.1,55.7,0,0,0,,6.6,32.1,9.8,Partially cloudy,Becoming cloudy in the afternoon.,1403,1403,Becoming cloudy in the afternoon.
11/4/2019,30.8,55.7,0,0,0,,8.7,31.6,9.7,Partially cloudy,Partly cloudy throughout the day.,1404,1404,Partly cloudy throughout the day.
11/5/2019,34,60.7,0,0,0,,8.9,8.2,9.9,Clear,Clear conditions throughout the day.,1405,1405,Clear conditions throughout the day.
11/6/2019,36.2,61.8,0,0,0,23,8.8,19.9,9.9,Clear,Clear conditions throughout the day.,1406,1406,Clear conditions throughout the day.
11/7/2019,33.9,59.8,0,0,0,,9.8,16.3,9.9,Clear,Clear conditions throughout the day.,1407,1407,Clear conditions throughout the day.
11/8/2019,34.5,61.6,0,0,0,,6.6,17.8,9.9,Clear,Clear conditions throughout the day.,1408,1408,Clear conditions throughout the day.
11/9/2019,33.2,60.7,0,0,0,23,7.1,10,9.9,Clear,Clear conditions throughout the day.,1409,1409,Clear conditions throughout the day.
11/10/2019,30.6,60.6,0,0,0,,9.9,37.4,9.6,Partially cloudy,Partly cloudy throughout the day.,1410,1410,Partly cloudy throughout the day.
11/11/2019,35.8,53.5,0,0,0,,13.8,31.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1411,1411,Partly cloudy throughout the day.
11/12/2019,30.9,55.7,0,0,0,,8.4,45.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1412,1412,Partly cloudy throughout the day.
11/13/2019,36.9,59.8,0,0,0,,8,43.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1413,1413,Partly cloudy throughout the day.
11/14/2019,36.8,60.6,0,0,0,21.9,9.1,42.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1414,1414,Partly cloudy throughout the day.
11/15/2019,37.4,62.5,0,0,0,,9.9,53.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1415,1415,Partly cloudy throughout the day.
11/16/2019,36.9,56.5,0,0,0,,13,31.9,9.9,Partially cloudy,Partly cloudy throughout the day.,1416,1416,Partly cloudy throughout the day.
11/17/2019,34,56.5,0,0,0,,8.5,39.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1417,1417,Partly cloudy throughout the day.
11/18/2019,32.6,59.7,0,0,0,,8.2,46.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1418,1418,Partly cloudy throughout the day.
11/19/2019,33.4,56.8,0,0,0,,9.1,55.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1419,1419,Partly cloudy throughout the day.
11/20/2019,40.8,48.5,0.12,0,0,35.8,8.2,65.4,8.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1420,1420,Partly cloudy throughout the day with rain.
11/21/2019,34.9,46.7,0,0,0,45,16.2,62,9.9,Partially cloudy,Partly cloudy throughout the day.,1421,1421,Partly cloudy throughout the day.
11/22/2019,34.9,42.9,0,0,0,,7.8,76.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1422,1422,Partly cloudy throughout the day.
11/23/2019,30.7,48.3,0,0,0,,7.7,33.7,9.8,Partially cloudy,Partly cloudy throughout the day.,1423,1423,Partly cloudy throughout the day.
11/24/2019,29.8,47.7,0,0.74,0.74,,9.9,42.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1424,1424,Partly cloudy throughout the day.
11/25/2019,26,37.9,0.13,0.97,1.41,34.4,26.2,72.4,6.6,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1425,1425,Partly cloudy throughout the day with snow.
11/26/2019,20,31.7,0,0.82,1.75,,10.3,49.6,9.4,Partially cloudy,Partly cloudy throughout the day.,1426,1426,Partly cloudy throughout the day.
11/27/2019,29.9,36.8,0.1,2.94,2.61,38.1,23.6,77.2,6.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1427,1427,Partly cloudy throughout the day with snow.
11/28/2019,31.6,35.7,0.47,2.73,5.35,34.4,18.8,74.1,5.5,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1428,1428,Partly cloudy throughout the day with snow.
11/29/2019,30.7,38.5,0.31,3.02,8.37,42.5,17.6,73.8,7.4,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1429,1429,Partly cloudy throughout the day with snow.
11/30/2019,23.8,34.8,0,4.61,10.33,,14.4,51.9,9.8,Partially cloudy,Partly cloudy throughout the day.,1430,1430,Partly cloudy throughout the day.
12/1/2019,22.6,36.4,0,0,5.58,26.4,9.2,62.7,9.9,Partially cloudy,Partly cloudy throughout the day.,1431,1431,Partly cloudy throughout the day.
12/2/2019,26.7,34.9,0,0,4.51,,7.7,69.3,9.4,Partially cloudy,Partly cloudy throughout the day.,1432,1432,Partly cloudy throughout the day.
12/3/2019,29.8,39.4,0,0,3.6,,7.8,50.9,5.8,Partially cloudy,Partly cloudy throughout the day.,1433,1433,Partly cloudy throughout the day.
12/4/2019,26.1,33,0.07,0,2.74,24.2,5.9,53.9,1.5,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1434,1434,Partly cloudy throughout the day with late afternoon rain.
12/5/2019,33.1,37,0.2,1.61,1.85,,6.7,92.3,1.7,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,1435,1435,Cloudy skies throughout the day with a chance of snow throughout the day.
12/6/2019,32.9,47.4,0,0.68,1.43,,8.8,67.3,1.9,Partially cloudy,Partly cloudy throughout the day.,1436,1436,Partly cloudy throughout the day.
12/7/2019,28.9,35.9,0,0.87,1.67,,9.7,60,1.4,Partially cloudy,Partly cloudy throughout the day.,1437,1437,Partly cloudy throughout the day.
12/8/2019,32,41.8,0.24,0.3,1.97,25.3,17.1,76.3,6.4,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1438,1438,Partly cloudy throughout the day with snow.
12/9/2019,31.6,42.6,0,0,0.66,,10.2,53.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1439,1439,Partly cloudy throughout the day.
12/10/2019,28.9,45.4,0,0,0,,8.9,46.4,9.7,Partially cloudy,Partly cloudy throughout the day.,1440,1440,Partly cloudy throughout the day.
12/11/2019,28.3,41.3,0,0,0,,9.2,59.7,9.4,Partially cloudy,Partly cloudy throughout the day.,1441,1441,Partly cloudy throughout the day.
12/12/2019,37.7,44.5,0.16,0,0,35.8,13.5,80.9,9.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1442,1442,Partly cloudy throughout the day with rain.
12/13/2019,36.9,44.6,0.15,1.23,1.23,36.7,17.8,70.4,9.7,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,1443,1443,Partly cloudy throughout the day with early morning snow.
12/14/2019,29.6,40.8,0.26,0.74,1.97,33.3,20.4,63.5,8.6,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,1444,1444,Partly cloudy throughout the day with morning snow.
12/15/2019,24.9,31.7,0,0,1.97,,11.2,67.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1445,1445,Partly cloudy throughout the day.
12/16/2019,24.1,32.7,0.03,0,1.97,,12.5,65.4,9.6,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1446,1446,Partly cloudy throughout the day with early morning rain.
12/17/2019,19.4,33.5,0,0,1.97,,9.1,13.3,9.9,Clear,Clear conditions throughout the day.,1447,1447,Clear conditions throughout the day.
12/18/2019,20.5,34.8,0,0,1.97,34.4,10.8,43.2,9.8,Partially cloudy,Partly cloudy throughout the day.,1448,1448,Partly cloudy throughout the day.
12/19/2019,23.7,37.6,0,0,1.97,,8.8,55.1,8.4,Partially cloudy,Partly cloudy throughout the day.,1449,1449,Partly cloudy throughout the day.
12/20/2019,26.8,43.6,0,0,1.97,24.2,10.5,42,8.9,Partially cloudy,Partly cloudy throughout the day.,1450,1450,Partly cloudy throughout the day.
12/21/2019,25.8,40.2,0,0,1.97,27.7,8.2,68,4.9,Partially cloudy,Partly cloudy throughout the day.,1451,1451,Partly cloudy throughout the day.
12/22/2019,32.9,52.6,0,0,0.66,34.4,24.8,82.4,9.5,Partially cloudy,Partly cloudy throughout the day.,1452,1452,Partly cloudy throughout the day.
12/23/2019,43.1,49.7,0,0,0,33.3,19.1,66.3,9.9,Partially cloudy,Partly cloudy throughout the day.,1453,1453,Partly cloudy throughout the day.
12/24/2019,36.8,50.6,0.14,0.25,0.25,20.8,17.8,70.3,9.6,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,1454,1454,Partly cloudy throughout the day with late afternoon snow.
12/25/2019,33.1,39.1,0.23,1.98,2.23,,7.7,79.1,7.1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1455,1455,Partly cloudy throughout the day with snow.
12/26/2019,30.5,38.5,0.02,1.47,3.15,,10.7,79,7.9,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,1456,1456,Partly cloudy throughout the day with snow clearing later.
12/27/2019,25.8,33.6,0,0,3.15,31.1,17.9,68.3,8.4,Partially cloudy,Partly cloudy throughout the day.,1457,1457,Partly cloudy throughout the day.
12/28/2019,20.1,29.7,0,0,3.15,,14.6,46.7,9.8,Partially cloudy,Partly cloudy throughout the day.,1458,1458,Partly cloudy throughout the day.
12/29/2019,22.4,27.8,0,0,3.15,,13.9,86.9,9.2,Partially cloudy,Partly cloudy throughout the day.,1459,1459,Partly cloudy throughout the day.
12/30/2019,27.8,31.7,0.02,0,3.15,,7,89.1,7.4,"Snow, Partially cloudy",Partly cloudy throughout the day with morning rain.,1460,1460,Partly cloudy throughout the day with morning rain.
12/31/2019,27.6,33,0,1.04,3.15,,10,75.1,9.9,Partially cloudy,Partly cloudy throughout the day.,1461,1461,Partly cloudy throughout the day.
1/1/2020,28.9,37,0.15,0.71,3.48,26.4,19.6,73.3,8.4,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,1462,1462,Partly cloudy throughout the day with snow in the morning and afternoon.
1/2/2020,33.6,38.6,0.01,0.02,3.5,,10.4,71.3,9.9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,1463,1463,Partly cloudy throughout the day with early morning snow.
1/3/2020,33.8,45.7,0,0.51,2.74,,11,69.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1464,1464,Partly cloudy throughout the day.
1/4/2020,31.1,45.7,0,1.33,3.94,19.7,16.9,64.8,9.9,Partially cloudy,Partly cloudy throughout the day.,1465,1465,Partly cloudy throughout the day.
1/5/2020,26.2,36.8,0,0,3.94,,10.1,58.3,9.6,Partially cloudy,Partly cloudy throughout the day.,1466,1466,Partly cloudy throughout the day.
1/6/2020,28.9,42.6,0,0,3.41,,10.2,49.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1467,1467,Partly cloudy throughout the day.
1/7/2020,33.7,48.5,0,0.74,2.71,,17.7,59.5,9.9,Partially cloudy,Partly cloudy throughout the day.,1468,1468,Partly cloudy throughout the day.
1/8/2020,32.9,41.8,0.07,0.44,3.15,,8.6,71,9.1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,1469,1469,Partly cloudy throughout the day with snow in the morning and afternoon.
1/9/2020,30.1,38.6,0.05,1.11,3.15,23,11.4,70.2,8.9,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,1470,1470,Partly cloudy throughout the day with late afternoon snow.
1/10/2020,23.9,33.7,0.03,0.75,3.6,,14.7,61.6,9.5,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,1471,1471,Partly cloudy throughout the day with early morning snow.
1/11/2020,27.7,36.7,0.05,1.26,3.62,19.7,17.3,72.5,8.1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1472,1472,Partly cloudy throughout the day with snow.
1/12/2020,28,32.9,0.12,0.79,4.36,,10.3,67.1,6.6,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,1473,1473,Partly cloudy throughout the day with a chance of snow throughout the day.
1/13/2020,29.8,39.3,0.06,0.64,4.28,30.7,13.3,70.4,8.8,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,1474,1474,Partly cloudy throughout the day with snow in the morning and afternoon.
1/14/2020,24.9,41.7,0.07,0.41,1.47,33.9,22.8,64.8,9.5,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,1475,1475,Partly cloudy throughout the day with afternoon snow.
1/15/2020,20.8,36.8,0,4.17,4.61,30,12.3,49.2,9.9,Partially cloudy,Partly cloudy throughout the day.,1476,1476,Partly cloudy throughout the day.
1/16/2020,25.6,49.3,0,0.87,4.18,33.3,20.8,42.4,9.9,Partially cloudy,Partly cloudy throughout the day.,1477,1477,Partly cloudy throughout the day.
1/17/2020,26.6,46.6,0.16,3.42,7.6,37.5,22.5,59.5,8.4,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,1478,1478,Partly cloudy throughout the day with morning snow.
1/18/2020,25.7,39.7,0,0,4.42,,10.3,53.6,9.9,Partially cloudy,Partly cloudy throughout the day.,1479,1479,Partly cloudy throughout the day.
1/19/2020,23,40.6,0,0,4.2,26.4,7.9,29.2,9.8,Partially cloudy,Partly cloudy throughout the day.,1480,1480,Partly cloudy throughout the day.
1/20/2020,25.2,37.2,0,2.2,5.82,31.1,8,59.2,9.1,Partially cloudy,Partly cloudy throughout the day.,1481,1481,Partly cloudy throughout the day.
1/21/2020,30.2,42.9,0.01,0,5.26,,8.8,69.3,8.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1482,1482,Partly cloudy throughout the day with rain in the morning and afternoon.
1/22/2020,37.1,42.7,0.04,0,4.17,,8.1,74.3,9.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1483,1483,Partly cloudy throughout the day with rain in the morning and afternoon.
1/23/2020,36,48.5,0.01,0,3.31,,6.3,74.5,9.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1484,1484,Partly cloudy throughout the day with morning rain.
1/24/2020,35,39.7,0.1,0.52,2.74,,11.2,66.2,9.1,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,1485,1485,Partly cloudy throughout the day with snow.
1/25/2020,33.1,47.5,0,0,2.39,,9.8,73.3,2.9,Partially cloudy,Partly cloudy throughout the day.,1486,1486,Partly cloudy throughout the day.
1/26/2020,33.3,45,0.26,1.92,2.69,,13.4,74.3,6.3,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,1487,1487,Partly cloudy throughout the day with late afternoon snow.
1/27/2020,33.1,44.6,0.28,0.83,3.52,23,16.4,65.8,8.2,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,1488,1488,Partly cloudy throughout the day with snow clearing later.
1/28/2020,33.1,44.7,0.01,1.41,3.94,,13.9,68,9.9,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,1489,1489,Partly cloudy throughout the day with early morning snow.
